ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
1825,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,National Electronic Toll Collection (NETC),national_electronic_toll_collect,,Digital Government Platform Tracker,,
1826,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,Bharat BillPay,bharat_billpay,,Digital Government Platform Tracker,,
1827,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,National Automated Clearing House (NACH),national_automated_clearing_hous,,Digital Government Platform Tracker,,
1828,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,Apache Fineract,,Fineract,fineract,Mifos Initiative,Digital Government Platform Tracker,,
1829,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,mPesa,mpesa,,Digital Government Platform Tracker,,
1830,Economics and Finance,,,Payments,,,,,DHIS2; Global Digital Library; Mifos; Open Data Kit; OpenStreetMap; Ushahidi; Open Food Facts; Open Food Source; Medic Mobile; Logistimo; The Tor Project; VIPS; Synthea; Standard Energy Efficiency Data Platform; Atix Labs; SF DAHLIA; InteleHealth; Diaper; Mobile WACh,,Mowali,mowali,,Digital Government Platform Tracker,,
1831,Economics and Finance,,,Payments,,,,,Mojaloop,,Mojaloop,mojaloop,Bill & Melinda Gates Foundation,Digital Government Platform Tracker,,
1832,Economics and Finance,,,Payments,,,,,AgroSense,,API Exchange (APIX),api_exchange_apix,,Digital Government Platform Tracker,,
1833,Economics and Finance,,,Payments,,,,,MET Norway Weather API; Vota Inteligente; AgroSense,,Tanzania Instant Payment System (TIPS),tanzania_instant_payment_system,,Digital Government Platform Tracker,,
1834,State and Democracy (Good Governance),,,,,,,,,,Pay,pay,,Digital Government Platform Tracker,,
1835,State and Democracy (Good Governance),,,,,,,,,,Her Majesty's Land Registry,her_majestys_land_registry,,Digital Government Platform Tracker,,
1836,"Digital, Data, and Technology",,,Big Data,,,,,MET Norway Weather API; Vota Inteligente,,e-Land Register,eland_register,,Digital Government Platform Tracker,,
1837,State and Democracy (Good Governance),,,,,,,,,,Georgia Blockchain-based Land Titling,georgia_blockchainbased_land_tit,,Digital Government Platform Tracker,,
1838,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,AusTender,austender,,Digital Government Platform Tracker,,
1839,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,ChileCompra,chilecompra,,Digital Government Platform Tracker,,
1840,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,Data Management and Policy,,,MET Norway Weather API; Vota Inteligente,,Sistema Electrónico para la Contratación Pública (SECOP II),sistema_electrnico_para_la_contr,,Digital Government Platform Tracker,,
1841,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,Government e-Marketplace (GeM),government_emarketplace_gem,,Digital Government Platform Tracker,,
1842,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,Compranet,compranet,,Digital Government Platform Tracker,,
1843,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,BASE Portal,base_portal,,Digital Government Platform Tracker,,
1844,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,Government Electronic Business (GeBIZ),government_electronic_business_g,,Digital Government Platform Tracker,,
1845,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,KONEPS,koneps,,Digital Government Platform Tracker,,
1846,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Prozorro,prozorro,USAID,Digital Government Platform Tracker,,
1847,"Digital, Data, and Technology",,,Data Management and Policy,,,,,OpenCRVS,,OpenCRVS,opencrvs,,Digital Government Platform Tracker,two entries from different sources; merge?,
1848,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,Population Registry,population_registry,,Digital Government Platform Tracker,,
1849,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,MET Norway Weather API; Vota Inteligente,,eVIN,evin,Logistimo,Digital Government Platform Tracker,,
1850,State and Democracy (Good Governance),,,,,,,,,,DIGIT,digit,,Digital Government Platform Tracker,,
1851,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,Indirect Taxation Platform,indirect_taxation_platform,,Digital Government Platform Tracker,,
1852,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,South Africa Revenue Service (SARS) e-Filing,south_africa_revenue_service_sar,,Digital Government Platform Tracker,,
1853,Economics and Finance,,,Payments,,,,,MET Norway Weather API; Vota Inteligente; AgroSense,,Thailand Blockchain VAT refund app,thailand_blockchain_vat_refund_a,,Digital Government Platform Tracker,,Project URL broken
1854,"Digital, Data, and Technology",Health,,Data Management and Policy,Data Collection,,,,DHIS2,,OneHealth Platform,onehealth_platform,,Digital Health Atlas,two entries,
1855,,,,,,,,,,,Unterstützung der Ziele des Sudan Family Support Prgrams,untersttzung_der_ziele_des_sudan,KfW Entwicklungsbank,GIZ,,
1856,,,,,,,,,,,Zukunftsfähige Ländliche Räume,zukunftsfhige_lndliche_rume,GIZ,GIZ,,
1857,,,,,,,,,,,Psychosoziale Unterstützung und Traumaarbeit,psychosoziale_untersttzung_und_t,GIZ,GIZ,,
1858,,,,,,,,,,,Wirtschafts- und Beschäftigungsförderung in Ruanda,wirtschafts_und_beschftigungsfrd,GIZ,GIZ,,
1859,,,,,,,,,,,Unterstützung des Transitionsprozesses über den Multi-Partner Fonds STARS in Sudan,untersttzung_des_transitionsproz,KfW Entwicklungsbank,GIZ,,
1860,,,,,,,,,,,Unterstützung von Jugendpolitik und -beteiligung,untersttzung_von_jugendpolitik_u,GIZ,GIZ,,
1861,,,,,,,,,,,Innovation and Investment for Inclusive Sustainable Economic Development,innovation_and_investment_for_in,GIZ,GIZ,,
1862,,,,,,,,,,,IKT-Fonds Ruanda,iktfonds_ruanda,KfW Entwicklungsbank,GIZ,,
1863,,,,,,,,,,,Nachhaltige Stadtentwicklung - Smart Cities,nachhaltige_stadtentwicklung__sm,KfW Entwicklungsbank,GIZ,,
1864,,,,,,,,,,,"Modernisierte, klimafreundliche Abfall- und Recyclingwirtschaft in Albanien",modernisierte_klimafreundliche_a,GIZ,GIZ,,
1865,,,,,,,,,,,Integriertes Abfallmanagement und Meeresmüllvermeidung im Westbalkan,integriertes_abfallmanagement_un,GIZ,GIZ,,
1866,Economics and Finance,,,,,,,,,,Ländliche Finanzierung Benin II (VPT),lndliche_finanzierung_benin_ii_v,KfW Entwicklungsbank,GIZ,,
1867,,,,,,,,,,,Stärkung der Reformkapazitäten tunesischer Institutionen,strkung_der_reformkapazitten_tun,GIZ,GIZ,,
1868,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Agrarfinanzierung in Mali,agrarfinanzierung_in_mali,KfW Entwicklungsbank,GIZ,,
1869,,,,,,,,,,,Sektorvorhaben Landwirtschaft,sektorvorhaben_landwirtschaft,GIZ,GIZ,,
1870,,,,,,,,,,,Fonds zur Förderung von Innovationen in der Agrar- und Ernährungswirtschaft,fonds_zur_frderung_von_innovatio,GIZ,GIZ,,
1871,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,FiBraS - Finanças Brasileiras Sustentáveis,fibras__finanas_brasileiras_sust,GIZ,GIZ,,
1872,,,,,,,,,,,PAMFIP III,pamfip_iii,GIZ,GIZ,,
1873,,,,,,,,,,,Unterstützung der Dezentralisierungsreform in der Ukraine (U-DU/U-LEAD with Europe: Phase II),untersttzung_der_dezentralisieru,GIZ,GIZ,,
1874,,,,,,,,,,,Inklusive smarte und nachhaltige Städt im Rahmen der Agenda 2030 für nachhaltige Entwicklung in Lateinamerika und der Karibik,inklusive_smarte_und_nachhaltige,GIZ,GIZ,,
1875,,,,,,,,,,,SmartDevelopmentHack- Matchmaking Peru,smartdevelopmenthack_matchmaking,GIZ,GIZ,,
1876,,,,,,,,,,,Digitale Transformation für eine nachhaltige wirtschaftliche Entwicklung (Digitalzentrum Kenia),digitale_transformation_fr_eine,GIZ,GIZ,,
1877,,,,,,,,,,,Förderung von Exportaktivitäten in neue Märkte Subsahara-Afrikas (PEMA),frderung_von_exportaktivitten_in,GIZ,GIZ,,
1878,,,,,,,,,,,"UNICEF Irak, Bildung, Kinderschutz und WASH, Phase 5",unicef_irak_bildung_kinderschutz,KfW Entwicklungsbank,GIZ,,
1879,,,,,,,,,,,Indo-German Programme for Vocational Education and Training II (IGVET II),indogerman_programme_for_vocatio,GIZ,GIZ,,
1880,,,,,,,,,,,MINSUS,minsus,GIZ,GIZ,,
1881,,,,,,,,,,,develoPPP Mondelez,developpp_mondelez,GIZ,GIZ,,
1882,,,,,,,,,,,MIMAC- Designación y gestión sostenible de áreas protegidas para la biodiversidad marina y costera,mimac_designacin_y_gestin_sosten,GIZ,GIZ,,
1883,,,,,,,,,,,Support to the ECCAS border programme,support_to_the_eccas_border_prog,GIZ,GIZ,,
1884,,,,,,,,,,,BVT für Ukraine,bvt_fr_ukraine__verbesserung_der,GIZ,GIZ,,
1885,,,,,,,,,,,Support to the Establishment of an Emissions Trading Scheme (ETS) in Ukraine,support_to_the_establishment_of,GIZ,GIZ,,
1886,,,,,,,,,,,Förderung der Energieeffizienz im Wohnungsbau,frderung_der_energieeffizienz_im,GIZ,GIZ,,
1887,,,,,,,,,,,Förderung der Energieeffizienz in der indischen Industrie,frderung_der_energieeffizienz_in,GIZ,GIZ,,
1888,,,,,,,,,,,Institutional Development of the Water Sector IV – Addressing Basic Needs,institutional_development_of_the,GIZ,GIZ,,
1889,,,,,,,,,,,Offener Regionalsfonds SOE Modernisierung Kommunaler Dienste,offener_regionalsfonds_soe_moder,GIZ,GIZ,,
1890,,,,,,,,,,,E-Governance in den Palästinensischen Gebieten mit regionaler Komponente (INDIGO),egovernance_in_den_palstinensisc,GIZ,GIZ,,
1891,,,,,,,,,,,Energieeffizienzreformen Ukraine,energieeffizienzreformen_ukraine,GIZ,GIZ,,
1892,,,,,,,,,,,Unterstützung der ländlichen Entwicklung in den Baumwollregionen (ABC-PADER),untersttzung_der_lndlichen_entwi,GIZ,GIZ,,
1893,State and Democracy (Good Governance),,,,,,,,,,5e-Gov Online Seminars for Moldova,5egov_online_seminars_for_moldov,,GIZ,,
1894,,,,,,,,,,,Dezentralisierung und Verwaltungsreform in Kambodscha,dezentralisierung_und_verwaltung,GIZ,GIZ,,
1895,,,,,,,,,,,Nachhaltige Urbane Mobilität Georgien,nachhaltige_urbane_mobilitt_geor,KfW Entwicklungsbank,GIZ,,
1896,,,,,,,,,,,ProKlima,proklima,GIZ,GIZ,,
1897,,,,,,,,,,,Breitenwirksame Trinkwasser- und Sanitärversorgung,breitenwirksame_trinkwasser_und,GIZ,GIZ,,
1898,,,,,,,,,,,Digital Enquirer Kit,digital_enquirer_kit,GIZ,GIZ,,
1899,Rural Development,,,,,,,,,,GRAS Tool – Mapping land rights/claims for Food Security in Sierra Leone,gras_tool__mapping_land_rightscl,welthungerhilfe,GIZ,,
1900,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,Unterstützung der beruflichen Bildung in Äthiopien (Korbfinanzierung),untersttzung_der_beruflichen_bil,KfW Entwicklungsbank,GIZ,,
1901,,,,,,,,,,,Programa sectorial Deporte para el desarrollo,programa_sectorial_deporte_para,GIZ,GIZ,,
1902,,,,,,,,,,,Nachhaltiges Naturressourcenmanagement unter Klimaaspekten in indigenen Territorien in La Mosquitia in Honduras,nachhaltiges_naturressourcenmana,GIZ,GIZ,,
1903,,,,,,,,,,,Abwasserbehandlung und -wiederverwndung,abwasserbehandlung_und_wiederver,GIZ,GIZ,,
1904,,,,,,,,,,,Desalination of Sea and Brackish Water,desalination_of_sea_and_brackish,GIZ,GIZ,,
1905,,,,,,,,,,,Klimaresilienz und Management Natürlicher Ressourcen,klimaresilienz_und_management_na,GIZ,GIZ,,
1906,,,,,,,,,,,Sustainability Standards and public-private responsibility,sustainability_standards_and_pub,GIZ,GIZ,,
1907,,,,,,,,,,,Nachhaltigkeitsstandards und öffentlich-private Verantwortung,nachhaltigkeitsstandards_und_ffe,GIZ,GIZ,,
1908,,,,,,,,,,,AmPaz - Ordenamiento territorial orientado al medioambiente en las zonas afectadas por el conflicto en Colombia,ampaz__ordenamiento_territorial,GIZ,GIZ,,
1909,,,,,,,,,,,PROPAZ. Apoyo a la consolidación de la paz,propaz_apoyo_a_la_consolidacin_d,GIZ,GIZ,,
1910,,,,,,,,,,,TONINA Transformando la OriNoquia con la Integración de los beneficios de la Naturaleza en Agendas sostenibles,tonina_transformando_la_orinoqui,GIZ,GIZ,,
1911,,,,,,,,,,,Consolidation of the National System of Conservation Units (SNUC) – LifeWeb,consolidation_of_the_national_sy,GIZ,GIZ,,
1912,,,,,,,,,,,"Verbesserung der Ernährungssicherung ehemals landloser und landarmer Haushalte in Kampong Chhanang, Kampong Speu, Kampon",verbesserung_der_ernhrungssicher,GIZ,GIZ,,
1913,,,,,,,,,,,Erleichterung des Handels am sambisch-kongolesischen Grenzübergang Kasumbalesa,erleichterung_des_handels_am_sam,GIZ,GIZ,,
1914,,,,,,,,,,,Tourismus für nachhaltige Entwicklung - Sektorvorhaben Zusammenarbeit mit der Wirtschaft,tourismus_fr_nachhaltige_entwick,GIZ,GIZ,,
1915,,,,,,,,,,,MDBs für GPGs,mdbs_fr_gpgs,GIZ,GIZ,,
1916,,,,,,,,,,,Förderung von Multi-Akteurs-Projekten für nachhaltige Textillieferketten,frderung_von_multiakteursprojekt,GIZ,GIZ,,
1917,,,,,,,,,,,Alliances for Trade Facilitation,alliances_for_trade_facilitation,GIZ,GIZ,,
1918,,,,,,,,,,,Alliance For Integrity,alliance_for_integrity,GIZ,GIZ,,
1919,,,,,,,,,,,Promotion de l’entrepreneuriat axée sur les très petites et petites entreprises et les start-ups (PROMET),promotion_de_lentrepreneuriat_ax,GIZ,GIZ,,
1920,,,,,,,,,,,IKI Climate Change Policies Program (PoMuC),iki_climate_change_policies_prog,GIZ,GIZ,,
1921,,,,,,,,,,,Innovationslab für die EU-Annäherung der Ukraine (InnoLabEU),innovationslab_fr_die_euannherun,GIZ,GIZ,,
1922,,,,,,,,,,,Sustainable Agricultural Supply Chains in Indonesia (SASCI),sustainable_agricultural_supply,GIZ,GIZ,,
1923,,,,,,,,,,,Appui à la Décentralisation en Tunisie,appui__la_dcentralisation_en_tun,GIZ,GIZ,,
1924,,,,,,,,,,,Supporting Wilpattu National Park and Influence Zone Management in Sri Lanka,supporting_wilpattu_national_par,GIZ,GIZ,,
1925,,,,,,,,,,,Verbesserung der Kapazitäten für Grundwasserschutz in Sambia,verbesserung_der_kapazitten_fr_g,,GIZ,,
1926,,,,,,,,,,,Wirtschaftliche und soziale Teilhabe von vulnerablen Vertriebenen und lokaler Bevölkerung im Südkaukasus,wirtschaftliche_und_soziale_teil,GIZ,GIZ,,
1927,,,,,,,,,,,Program Migration for Development (PME) Phase III,program_migration_for_developmen,GIZ,GIZ,,
